Usuario,Rating,Fecha,Descripcion,Local
Germán De Bonis,4 estrellas,Hace un año,Riquísimo helado cuasi artesanal. La atención una maravilla y el lugar muy bien logrado con terrazas muy lindas.,Emilio Lamarca 3683
Liliana Pedraza,5 estrellas,Hace 3 meses,Riquísimos helados,Emilio Lamarca 3683
Rodrigo Martin Demichelis Sanchez “ROCCO”,5 estrellas,Hace un año,Buena atención y servicio. Mucha gente en el local y el personal un espectáculo en atención y cordilidad.,Emilio Lamarca 3683
Susana Torre,3 estrellas,Hace 4 años,"Estaba consumiendo afuera( el local estába con todas sus puertas abiertas y no había gente ) entré para comprar otro helado sin el barbijo porque estaba consumiendo el mío y el cajero, de muy mal modo, me exigió salir a buscar mi barbijo.. FALTA DE SENTIDO COMÚN",Emilio Lamarca 3683
Franco Clarini,5 estrellas,Hace 7 años,"Excelente lugar para disfrutar un helado en cualquier momento, diversos  gustos variados y sobre todo limpio y un excelente servicio a la hora de atenderte",Emilio Lamarca 3683
Santiago Rivarola,3 estrellas,Hace un año,"Excelente atención .
Hermoso local
Excelente relacion precio y calidad",Emilio Lamarca 3683
IVAN VALLINO,5 estrellas,Hace 7 años,"Muy nuevo a atención, un lugar agradable, se  venden los mejores helados de Córdoba con gran variedad de sabores,  un lugar lindo para ir en familia, muy buena ubicación",Emilio Lamarca 3683
Vic F.,5 estrellas,Hace 6 años,"Muy ricos helados, muy buena atención atención. Se puede abonar con tarjeta de débito. Local amplio y cómodo, muy buen ambiente.",Emilio Lamarca 3683
Agostina Giannelli,5 estrellas,Hace 7 años,"En mi opinión, una de las mejores heladerías en Córdoba. Sabores exquisitos, buen trato de los empleados hacia los clientes, y constante presentación de promociones con la finalidad de que todos puedan acceder al consumo de helado.",Emilio Lamarca 3683
Florencia Castro,4 estrellas,Hace un año,"Ricos helados, precios coherentes y buena atencion!",Emilio Lamarca 3683
Walter Gomez,3 estrellas,Hace 5 años,"Muy buena la atención de los chicos, riquísimo los helados,  el precio, para a mi me parece un poco caro, pero tranquilo, hay promo de 2 x1, hay que aprovechar!!!!!",Emilio Lamarca 3683
Diego Tavella,5 estrellas,Hace un año,Es el helado más rico de Córdoba. La cremosidad justa.,Emilio Lamarca 3683
Franco Ferraris,5 estrellas,Hace 6 años,El mejor helado de Córdoba!! Muy muy buena calidad y precios. Los dos locales están siempre en perfectas condiciones y te atienden bárbaro.,Emilio Lamarca 3683
Daniel Bueno,5 estrellas,Hace un año,Muy buen helado y excelente atención,Emilio Lamarca 3683
Miguel Lecuona,2 estrellas,Hace 6 años,Hacia tiempo q no iba. La calidad de los helados es buena pero al nivel de otras heladerías. Los precios me parecen excesivos en comparación.,Emilio Lamarca 3683
Sandra Ballestero,5 estrellas,Hace 3 años,"Helados muy ricos, y buena atención. También hay café por si alguien no desea helado.",Emilio Lamarca 3683
Gustavo Barrera,5 estrellas,Hace 11 meses,Uno de los mejores helados premium de Córdoba.,Emilio Lamarca 3683
Jonathan Ary Revelino,5 estrellas,Hace 3 años,"Muy rico los helados. Hay promos 2 x1, por ejemplo el helado de dos bochas o el de 1/4 con los cual es muy accesible.",Emilio Lamarca 3683
Ramon Enrique Pogonza,5 estrellas,Hace 5 años,"Excelente helado y muy buena atención. Contra: Tiene ofertas, pero incluso así, con caros",Emilio Lamarca 3683
Axel Bagur,4 estrellas,Hace 5 años,"Buena variedad de sabores, la relación calidad-precio es adecuada si se aprovecha el 2x1 disponible en algunas opciones.",Emilio Lamarca 3683
Tere Demmel,5 estrellas,Hace 2 años,Muy buena atención y ricos productos. El lugar muy agradable también. Volvería,Emilio Lamarca 3683
CMMC,5 estrellas,Hace un año,Muy rico buena atención y promo.,Emilio Lamarca 3683
liliana del valle herrera,5 estrellas,Hace un año,Excelente atención muy cordial y amable  la vendedora  un 💯…,Emilio Lamarca 3683
Fernando de Maussion,5 estrellas,Hace 3 años,Muy buena atención y excelente helado,Emilio Lamarca 3683
Ileana Gionco,4 estrellas,Hace un año,"Riquísimo el helado, pocas mesas, el baño es incómodo y está ubicado subiendo las escaleras",Emilio Lamarca 3683
Luciano Nahas Combina,5 estrellas,Hace 3 años,Dentro de los helados industriales creo que es el mejor de Cordoba. El dulce de leche y el limon siempre han sido dos helados gourmet.,Emilio Lamarca 3683
jose antonio lambur braida,5 estrellas,Hace 8 años,"Limpio,ordenado,vistoso y cómodo.Excelente calidad en los Helados y muy buen café. Atención distinguida",Emilio Lamarca 3683
Gastón Mincoff,5 estrellas,Hace un año,"Excelente producto, aunque deberían a volver a tener el melón al agua",Emilio Lamarca 3683
Mario Rodrigo,4 estrellas,Hace 3 años,"Muy bueno , como siempre uno delos mejores helados de cordoba",Emilio Lamarca 3683
Lucas Martín Lang,5 estrellas,Hace 3 años,Muy ricos helados y muy buena atención.,Emilio Lamarca 3683
Rafael Ilieff Polanco,5 estrellas,Hace 5 años,"Es un negocio de la cadena de localos de heladería Bariloche, ubicado en la calle Emilio Lamarca número 3683, además de los buenos helados sirven diferentes variedades de café, desayunos y meriendas…",Emilio Lamarca 3683
Ken Decker,5 estrellas,Hace 6 años,Absolutamente los mejores helados de Córdoba y Carlos Paz. Y he comido en los cuatro grandes.,Emilio Lamarca 3683
Nicholas Meddins,4 estrellas,Hace 2 años,"Buen helado, buen servicio.",Emilio Lamarca 3683
claudio ruben Stocco,5 estrellas,Hace 2 años,"Hermoso lugar, volveremos con mucho gusto.",Emilio Lamarca 3683
Cristiano Augusto Lana Bittencourt Soares Costa,5 estrellas,Hace 7 años,"Me encanta el helado de Bariloche, así que en el domingo soleado es una buena opción.",Emilio Lamarca 3683
Lorenzo Vredeveld,3 estrellas,Hace 2 años,No es lo mejor pero tampoco lo peor.,Emilio Lamarca 3683
José Rojo Benitez,5 estrellas,Hace 10 meses,¡Café!,Emilio Lamarca 3683
Junior Medeiros,3 estrellas,Hace 7 años,productos muy dulces,Emilio Lamarca 3683
LOMITOS EL CANDIL,5 estrellas,Hace 3 años,mi rico,Emilio Lamarca 3683
Mariana Arrascaeta,5 estrellas,Hace 5 años,Ricosss,Emilio Lamarca 3683
Lucrecia Galarza,4 estrellas,Hace 3 años,None,Emilio Lamarca 3683
Ignacio Reano,5 estrellas,Hace 4 años,None,Emilio Lamarca 3683
Cristian Salazar,5 estrellas,Hace 5 años,None,Emilio Lamarca 3683
Go Places,5 estrellas,Hace 6 años,None,Emilio Lamarca 3683
Sofía Saleh,4 estrellas,Hace 6 años,emparejado,Emilio Lamarca 3683
Cecilia Saucedo,5 estrellas,Hace 6 años,¡Bárbara!,Emilio Lamarca 3683
Silvi Grupe,5 estrellas,Hace 4 años,Ricosss,Emilio Lamarca 3683
Mauricio Yearson,2 estrellas,Hace 7 años,De acuerdo,Emilio Lamarca 3683
Oscar Narduzzi,5 estrellas,Hace 6 años,Rico..!!!,Emilio Lamarca 3683
Pablo Ojeda,5 estrellas,Hace 6 años,De primera calidad,Emilio Lamarca 3683
YANET GALVEZ,5 estrellas,Hace 5 años,Exquisitosss,Emilio Lamarca 3683
silvia benito,5 estrellas,Hace 4 años,#elmasrico,Emilio Lamarca 3683
Ignacio Gonzalez,5 estrellas,Hace 4 años,Número uno,Emilio Lamarca 3683
Enrique Blanc,5 estrellas,Hace 5 años,Extraño,Emilio Lamarca 3683
Cinti Juarez,5 estrellas,Hace 5 años,RIQUIZIMOS¡¡¡,Emilio Lamarca 3683
Lucas Fiorito,5 estrellas,Hace 6 años,Llamativo,Emilio Lamarca 3683
Pablo Gurevich,4 estrellas,Hace 4 días,None,Emilio Lamarca 3683
cristina borsani,4 estrellas,Hace 6 días,None,Emilio Lamarca 3683
Adriana Neme,5 estrellas,una semana atrás,None,Emilio Lamarca 3683
María Victoria Marques,5 estrellas,2 semanas atrás,None,Emilio Lamarca 3683
Ignacio Martinez,5 estrellas,2 semanas atrás,None,Emilio Lamarca 3683
Juan Segundo Cuello,5 estrellas,2 semanas atrás,None,Emilio Lamarca 3683
Soledad Perez,5 estrellas,3 semanas atrás,None,Emilio Lamarca 3683
Sergio Altamira,5 estrellas,3 semanas atrás,None,Emilio Lamarca 3683
Luli Avalle,5 estrellas,Hace un mes,None,Emilio Lamarca 3683
Silvina Antonicelli,4 estrellas,Hace un mes,None,Emilio Lamarca 3683
Liliana Elisabet Haggerty,5 estrellas,Hace 2 meses,None,Emilio Lamarca 3683
Silvana Suguer,5 estrellas,Hace 2 meses,None,Emilio Lamarca 3683
Guadalupe Checa,5 estrellas,Hace 2 meses,None,Emilio Lamarca 3683
Ángel Páramo Pellegrini,5 estrellas,Hace 2 meses,None,Emilio Lamarca 3683
Marcos Bima,4 estrellas,Hace 2 meses,None,Emilio Lamarca 3683
Jorge Fernandez,4 estrellas,Hace 2 meses,None,Emilio Lamarca 3683
Cecilia Marengo,5 estrellas,Hace 3 meses,None,Emilio Lamarca 3683
Macarena Malla,5 estrellas,Hace 3 meses,None,Emilio Lamarca 3683
Santiago Ferrera,4 estrellas,Hace 3 meses,None,Emilio Lamarca 3683
Guillermo Rasuk,5 estrellas,Hace 3 meses,None,Emilio Lamarca 3683
Romina Quiñones,5 estrellas,Hace 3 meses,None,Emilio Lamarca 3683
Monica Lazaro,5 estrellas,Hace 3 meses,None,Emilio Lamarca 3683
Monica Badino Martinez,5 estrellas,Hace 3 meses,None,Emilio Lamarca 3683
Gustavo Moya,5 estrellas,Hace 3 meses,None,Emilio Lamarca 3683
Guille Tolosa,5 estrellas,Hace 4 meses,None,Emilio Lamarca 3683
Guillermo Alvarez Igarzabal,5 estrellas,Hace 4 meses,None,Emilio Lamarca 3683
Dario Zapata,5 estrellas,Hace 4 meses,None,Emilio Lamarca 3683
Gabriela Delfabro,5 estrellas,Hace 4 meses,None,Emilio Lamarca 3683
Alba Luz Aicardi,5 estrellas,Hace 4 meses,None,Emilio Lamarca 3683
Daniel Ignacio Gaviola,4 estrellas,Hace 4 meses,None,Emilio Lamarca 3683
Laureano Pizarro,5 estrellas,Hace 4 meses,None,Emilio Lamarca 3683
Noelia Barrera,5 estrellas,Hace 4 meses,None,Emilio Lamarca 3683
Elsa Artesi,5 estrellas,Hace 4 meses,None,Emilio Lamarca 3683
Agustin Bergallo,5 estrellas,Hace 4 meses,None,Emilio Lamarca 3683
Soledad Vergara,5 estrellas,Hace 4 meses,None,Emilio Lamarca 3683
Wualter Bertotto,4 estrellas,Hace 4 meses,None,Emilio Lamarca 3683
Ivana Prelatto,5 estrellas,Hace 4 meses,None,Emilio Lamarca 3683
Carlos Bonet,4 estrellas,Hace 5 meses,None,Emilio Lamarca 3683
José Daniel Rossi,5 estrellas,Hace 5 meses,None,Emilio Lamarca 3683
Caro Checa,5 estrellas,Hace 5 meses,None,Emilio Lamarca 3683
NeoGrafix,5 estrellas,Hace 5 meses,None,Emilio Lamarca 3683
Milena Capperi,5 estrellas,Hace 5 meses,None,Emilio Lamarca 3683
Lara Yazmin Almirón,5 estrellas,Hace 5 meses,None,Emilio Lamarca 3683
lucas campagnano,5 estrellas,Hace 5 meses,None,Emilio Lamarca 3683
Gastón Bardón,4 estrellas,Hace 5 meses,None,Emilio Lamarca 3683
Marianella Mg,5 estrellas,Hace 5 meses,None,Emilio Lamarca 3683
mónica del valle touceda,5 estrellas,Hace 5 meses,None,Emilio Lamarca 3683
Marina Silvia Bobone,5 estrellas,Hace 5 meses,None,Emilio Lamarca 3683
vicky clementi,5 estrellas,Hace 5 meses,None,Emilio Lamarca 3683
Lupe Argüello,4 estrellas,Hace 6 meses,None,Emilio Lamarca 3683
Omar Allasia,5 estrellas,Hace 6 meses,None,Emilio Lamarca 3683
Rafaela Carnevalle,5 estrellas,Hace 6 meses,None,Emilio Lamarca 3683
Araceli Gonzalez,5 estrellas,Hace 6 meses,None,Emilio Lamarca 3683
Ricardo M,5 estrellas,Hace 6 meses,None,Emilio Lamarca 3683
Emilia Rodriguez,5 estrellas,Hace 7 meses,None,Emilio Lamarca 3683
Patricia Pinto,5 estrellas,Hace 7 meses,None,Emilio Lamarca 3683
Mariana Marcotti,4 estrellas,Hace 7 meses,None,Emilio Lamarca 3683
Steel Studio,4 estrellas,Hace 8 meses,None,Emilio Lamarca 3683
Mili Vilosio,5 estrellas,Hace 8 meses,None,Emilio Lamarca 3683
Juan Corvera,5 estrellas,Hace 8 meses,None,Emilio Lamarca 3683
Tomàs Siri,5 estrellas,Hace 8 meses,None,Emilio Lamarca 3683
Gabriel Barzaghi,5 estrellas,Hace 9 meses,None,Emilio Lamarca 3683
Francisco RAGGIO,4 estrellas,Hace 9 meses,None,Emilio Lamarca 3683
nacho oviedo,4 estrellas,Hace 9 meses,None,Emilio Lamarca 3683
Luis Cordi Molina,4 estrellas,Hace 9 meses,None,Emilio Lamarca 3683
Giorgi Torres,5 estrellas,Hace 10 meses,None,Emilio Lamarca 3683
Claudia casazza,4 estrellas,Hace 10 meses,None,Emilio Lamarca 3683
Lucas Malbran,5 estrellas,Hace 10 meses,None,Emilio Lamarca 3683
Nahuel Beltramino,5 estrellas,Hace 10 meses,None,Emilio Lamarca 3683
Claudia Luna,5 estrellas,Hace 10 meses,None,Emilio Lamarca 3683
julian gonzalez,4 estrellas,Hace 10 meses,None,Emilio Lamarca 3683
MURO.ARQUITECTOS,5 estrellas,Hace 10 meses,None,Emilio Lamarca 3683
Alberto Baracat,5 estrellas,Hace 11 meses,None,Emilio Lamarca 3683
Esther Gómez Trapani,5 estrellas,Hace 11 meses,None,Emilio Lamarca 3683
Vanesa Vera,5 estrellas,Hace 11 meses,None,Emilio Lamarca 3683
Gustavo Bazan,4 estrellas,Hace 11 meses,None,Emilio Lamarca 3683
Gabriela Ahumada,5 estrellas,Hace 11 meses,None,Emilio Lamarca 3683
Myriam Almandoz,5 estrellas,Hace 11 meses,None,Emilio Lamarca 3683
Giovanna Lingua,4 estrellas,Hace un año,None,Emilio Lamarca 3683
Vivi Cano,4 estrellas,Hace un año,None,Emilio Lamarca 3683
Natalia Ferreira,4 estrellas,Hace un año,None,Emilio Lamarca 3683
Guadalupe Navarro,3 estrellas,Hace un año,None,Emilio Lamarca 3683
Mauricio Frola,4 estrellas,Hace un año,None,Emilio Lamarca 3683
Sebastian Aureli,4 estrellas,Hace un año,None,Emilio Lamarca 3683
Julieta Baigorria,3 estrellas,Hace un año,None,Emilio Lamarca 3683
Cecilia Fracaroli,5 estrellas,Hace un año,None,Emilio Lamarca 3683
federico moyano,5 estrellas,Hace un año,None,Emilio Lamarca 3683
Andrea Magallanes,5 estrellas,Hace un año,None,Emilio Lamarca 3683
Mica Graziano,5 estrellas,Hace un año,None,Emilio Lamarca 3683
Naty MONTOYA,5 estrellas,Hace un año,None,Emilio Lamarca 3683
Silvia Arias,5 estrellas,Hace un año,None,Emilio Lamarca 3683
Nicolas Sebastian Aguero,5 estrellas,Hace un año,None,Emilio Lamarca 3683
Lucas Astudillo,5 estrellas,Hace un año,None,Emilio Lamarca 3683
candelaria antonelli,5 estrellas,Hace un año,None,Emilio Lamarca 3683
Angie Tello,4 estrellas,Hace un año,None,Emilio Lamarca 3683
Daniela Pizarro,4 estrellas,Hace un año,None,Emilio Lamarca 3683
Joaquín Feltes,5 estrellas,Hace un año,None,Emilio Lamarca 3683
Lucas Flores,5 estrellas,Hace un año,None,Emilio Lamarca 3683
Viviana Segura,4 estrellas,Hace un año,None,Emilio Lamarca 3683
Mateito Malbran,5 estrellas,Hace un año,None,Emilio Lamarca 3683
Mechi Brunner,5 estrellas,Hace un año,None,Emilio Lamarca 3683
melisa aguirre,4 estrellas,Hace un año,None,Emilio Lamarca 3683
Gustavo Pizzo,3 estrellas,Hace un año,None,Emilio Lamarca 3683
Andrea Leiva,5 estrellas,Hace un año,None,Emilio Lamarca 3683
Iara Toledo,5 estrellas,Hace un año,None,Emilio Lamarca 3683
Ariel Schargorodsky,5 estrellas,Hace un año,None,Emilio Lamarca 3683
Jennifer Dominguez,5 estrellas,Hace un año,None,Emilio Lamarca 3683
Marcela Ramos,5 estrellas,Hace un año,None,Emilio Lamarca 3683
Daliah Karpeles,5 estrellas,Hace un año,None,Emilio Lamarca 3683
Magdalena Maldonado,5 estrellas,Hace un año,None,Emilio Lamarca 3683
Ceci Labriola,4 estrellas,Hace un año,None,Emilio Lamarca 3683
Eduardo Rodriguez,5 estrellas,Hace un año,None,Emilio Lamarca 3683
gabriela veronica Castellano,3 estrellas,Hace un año,None,Emilio Lamarca 3683
Diego Martinez,5 estrellas,Hace un año,None,Emilio Lamarca 3683
Flia Santillan,5 estrellas,Hace un año,None,Emilio Lamarca 3683
Pablo Martín,4 estrellas,Hace un año,None,Emilio Lamarca 3683
